"ZipCode","Category","YearsAhead","AbsoluteValue","NormalizedValue","Rank","Metric"
"6761","Crime",4,4173.52941175597,0.300355213566904,11,"Total Number of Crimes"
"60654","Crime",4,2169.58823528989,0.484149563314326,24,"Total Number of Crimes"
"60634","Crime",4,1416.0000000063,0.604024754391979,36,"Total Number of Crimes"
"60657","Crime",4,2559.35294117808,0.437734369581394,20,"Total Number of Crimes"
"60630","Crime",4,1322.11764706656,0.623297224228731,39,"Total Number of Crimes"
"60707","Crime",4,488.823529409818,0.902823919065029,46,"Total Number of Crimes"
"60631","Crime",4,399.588235290148,0.959451048091559,50,"Total Number of Crimes"
"60613","Crime",4,1560.88235294118,0.576657431688021,34,"Total Number of Crimes"
"60645","Crime",4,1103.82352941265,0.67399317808042,42,"Total Number of Crimes"
"60655","Crime",4,404.823529411765,0.955794224220813,49,"Total Number of Crimes"
"60656","Crime",4,345.882352938741,1,51,"Total Number of Crimes"
"60644","Crime",5,4390.00000001309,0.27084164838923,7,"Total Number of Crimes"
"60636","Crime",5,4239.76470590989,0.280213816427193,9,"Total Number of Crimes"
"60653","Crime",5,1303.17647059027,0.597730007936284,33,"Total Number of Crimes"
"60615","Crime",5,1833.3529411785,0.505858124974084,24,"Total Number of Crimes"
"60621","Crime",5,3570.94117647351,0.326420976935463,13,"Total Number of Crimes"
"60609","Crime",5,400.999999994398,0.914948930546026,48,"Total Number of Crimes"
"60628","Crime",5,6051.41176470588,0.184454867914184,5,"Total Number of Crimes"
"60827","Crime",5,640.529411763293,0.788897289790992,44,"Total Number of Crimes"
"60620","Crime",5,6504.64705883754,0.165015493551195,3,"Total Number of Crimes"
"60617","Crime",5,4273.05882354162,0.278108490866325,8,"Total Number of Crimes"
"60608","Crime",5,1813.35294115012,0.508810399797553,25,"Total Number of Crimes"
"60651","Crime",5,3332.82352941522,0.34499479024948,15,"Total Number of Crimes"
"60649","Crime",5,3811.64705882299,0.308863779565911,11,"Total Number of Crimes"
"60647","Crime",5,1558.82352941177,0.549518200129543,27,"Total Number of Crimes"
"60619","Crime",5,5474.88235295088,0.21140230802404,6,"Total Number of Crimes"
"60640","Crime",5,1330.70588234745,0.592103492113971,32,"Total Number of Crimes"
"60637","Crime",5,3342.35294117276,0.344226320447207,14,"Total Number of Crimes"
"60641","Crime",5,1546.11764707252,0.55172101016599,28,"Total Number of Crimes"
"60616","Crime",5,1407.99999999135,0.576907132287552,30,"Total Number of Crimes"
"60623","Crime",5,6378.88235294933,0.170270350421153,4,"Total Number of Crimes"
"60624","Crime",5,7887.47058825536,0.113134648691991,2,"Total Number of Crimes"
"60618","Crime",5,1572.64705881963,0.547141925700359,26,"Total Number of Crimes"
"60638","Crime",5,819.117647058823,0.722704693261432,42,"Total Number of Crimes"
"60660","Crime",5,679.823529408257,0.772872625584248,43,"Total Number of Crimes"
"60632","Crime",5,2198.64705883006,0.456954863771814,21,"Total Number of Crimes"
"60614","Crime",5,2822.94117648267,0.389684476985972,17,"Total Number of Crimes"
"60639","Crime",5,2822.52941176187,0.389723738962207,18,"Total Number of Crimes"
